UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Matthew Pegg,@ChiefPeggTFS,2020-04-04T19:22:14.000Z,"A timely and accurate post from 
@JohnCMaxwell
. We are truly a resilient team. And we will keep going. 
@cityoftoronto
 @epdevilla
 @TOPublicHealth
 @JohnTory
 @bradrossTO
 @joe_cressy
 @TorontoPolice
 @TorontoMedics
 @Toronto_Fire
 #COVID19 
@TorontoOEM",,,1,11,30,['https://pbs.twimg.com/media/EUyF7lyXYAARJOy?format=jpg&name=small'],https://twitter.com/ChiefPeggTFS/status/1246518459904770049
UFO TOFU IS OUT NOW!!! / 𝓓яυ 𝐁𝕖Ⓧ,@drubex,2020-04-04T13:29:53.000Z,People are thinking about masks the wrong way. It’s not that it stops you from getting it but it stops you from spreading it. Only way it works is if everyone wears a masks. Then the numbers will plummet. #COVID19 #coronavirus,,,1,1,5,[],https://twitter.com/drubex/status/1246429786555195394
Gage Fletcher,@TheGageFletcher,2020-04-04T18:56:49.000Z,"#Paramedics have a tough job at the best of times. When you are the first responder to a medical call during a pandemic, the difficulty is taken to a whole new level. In spite of this they continue to selflessly step up to the plate. Absolute legends. 
@Peel_Paramedics
 #COVID19",,,,,8,"['https://pbs.twimg.com/media/EUyAHG3WsAA8raM?format=jpg&name=small', 'https://pbs.twimg.com/media/EUyAHN-XkAEeMTs?format=jpg&name=small']",https://twitter.com/TheGageFletcher/status/1246512064702681089
Mayor Maurizio Bevilacqua,@mbmayor,2020-04-04T20:15:13.000Z,"Yesterday afternoon, TACC Developments, 
@Fieldgatehomes
 & 
@ParadiseDev
 delivered surgical masks to our health care workers at 
@MackenzieHealth
. Thank you for your support and providing necessary supplies to keep our workers and patients safe during this time. #COVID19",,,2,8,44,['https://pbs.twimg.com/media/EUySDnpWkAEh3Gg?format=jpg&name=small'],https://twitter.com/mbmayor/status/1246531792745742343
Mark Jordan #GiveMore,@mojorising,2020-04-04T22:08:53.000Z,Some are still using the term “social distancing”. Total misnomer. We need to practise physical distancing while we connect socially (albeit virtually for now). So important. #COVID19 #PhysicalDistancing,"Opinion: ‘Social distancing’ is a misnomer: we should be physically distancing, but remain as...
Loneliness can dim mental and physical health outcomes, and so during the isolation and quarantine of this novel coronavirus pandemic, make sure to remain social – just physically separate
theglobeandmail.com.via.snip.ly",⛷ 🎸,,1,2,[],https://twitter.com/mojorising/status/1246560396393287680
Lisa Bate,@Lisa_M_Bate,2020-04-04T13:44:02.000Z,"ULI & Jeremy: Thank you for asking me to share our 
@BHarchitects
 lessons learned and ongoing actions from East to West across our global studios. Keep safe, well and remotely in contact everyone.               #ClimateCrisis #COVID19 #coronavirus #StayHomeSaveLives","Quote Tweet
ULI Toronto
@ULIToronto
 · Apr 3, 2020
On #ElectricCities this week - Jeremy sits down with @Lisa_M_Bate, @BHarchitects to discuss the organization's ability to adapt under the global impact of COVID-19, Lisa’s perspectives on working abroad, and notable sustainable building design projects http://on.uli.org/Ht3b50z4yH5",,,,3,['https://pbs.twimg.com/profile_images/1280953584016900103/vaJRv-iD_mini.jpg'],https://twitter.com/Lisa_M_Bate/status/1246433346399490049
Sean Molloy,@SeanJMolloy,2020-04-04T03:07:53.000Z,"Day 2/10 - #mylifeinpictures - a picture that reminds me of happier times. And a reminder that humans always persevere in the face of adversity. I nominate 
@MarwanAsalya
 to post what inspires you and nominate a person each day as we move through #COVID19 
@SMCS1852
 #DoubleBlue",,,1,1,7,['https://pbs.twimg.com/media/EUum5jvXsAgMbV5?format=jpg&name=small'],https://twitter.com/SeanJMolloy/status/1246273256107249670
Hava Goldberg,@HavaGoldberg,2020-04-04T13:54:58.000Z,"Wow, this one really hits home! 
@maywarren11
 & I went to 
@uofg
 together. As she puts it so well ""...all of our decisions have a special weight right now. Any one of them might completely upend your life or the life of someone else."" #COVID19 #coronavirus","First Person | I’m a healthy millennial. Getting COVID-19 was so much worse than I expected
Star reporter May Warren contracted COVID-19 after a small dinner party. She thought it would be a mild case—until it wasn’t.
thestar.com",,,,3,['https://pbs.twimg.com/card_img/1384233080706134028/xpNkL57H?format=jpg&name=small'],https://twitter.com/HavaGoldberg/status/1246436099314135040
"Tania Sterling, Ed D",@taniasterling,2020-04-04T21:22:11.000Z,"FREE high-quality Inuktut books, videos and educational resources to support language learning from home during the #COVID-19 pandemic https://nti-inhabit.com 
@NTunngavik
 @Inhabit_Ed",,,,1,2,[],https://twitter.com/taniasterling/status/1246548645631135754
YWCA Canada,@YWCA_Canada,2020-04-04T00:23:21.000Z,"Important article highlighting how ‘Zoom-bombing’ targeting activists and BIPOC communities. 

Digital spaces should be safe for everyone. 
@maya_roy1
 
@ttcriders
 

#CdnPoli #YWCACOVIDNEWS #COVID19","Quote Tweet
Shree Paradkar
@ShreeParadkar
 · Apr 3, 2020
“Zoom-bombing” experiences across Canada esp by activists and BIPOC (like at @YWCA_Canada) show why we should pause before considering Zoom for educating kids like B.C. did. My column #COVID19 
https://thestar.com/opinion/2020/04/03/why-ontario-should-pause-before-considering-zoom-for-students-remote-learning.html…",🍁,,,4,['https://pbs.twimg.com/profile_images/864921471134584832/kAWhfPny_mini.jpg'],https://twitter.com/YWCA_Canada/status/1246231851427135495
Rosa Hwang | 황지연,@journorosa,2020-04-04T22:17:59.000Z,"Trump keeps touting hydroxychloroquine as a treatment for #COVID19, even though it’s untested and doctors on his own task force warn it’s too early and unwise to bank on it. Here’s why it’s unwise: Lupus patients who need hydroxychloroquine - can’t get it. There’s now a shortage.",,,4,10,19,[],https://twitter.com/journorosa/status/1246562687787716608
Julie Hallet MD MSc,@HalletJulie,2020-04-04T19:05:34.000Z,"Thanks for the laugh & lightening the mood sharing this 
@srgfin
! So meetings won’t cure COVID19?! ","Quote Tweet
Sam Finlayson
&
not
@srgfin
 · Apr 4, 2020
Can't stop laughing at this. #HumorBreak HT Dr. Bob Silver @UofUHealth @bobpmd
Show this thread",😷 😂 😷 💉 🤒,,,4,"['https://pbs.twimg.com/profile_images/1315519741922926592/fLMcIAsi_mini.jpg', 'https://pbs.twimg.com/media/EUx5oekU8AUgAHZ?format=jpg&name=small']",https://twitter.com/HalletJulie/status/1246514266729074688
Julia Hanigsberg,@Hanigsberg,2020-04-04T20:21:36.000Z,"“One bright spot is the Ontario government, which has stepped up to help, acknowledging of the impact of COVID-19 on the developmental services sector.” Incredibly important! https://thestar.com/opinion/star-columnists/2020/04/02/the-forgotten-sector-in-the-covid-19-fight.html… via 
@torontostar","Opinion | The forgotten sector in the COVID-19 fight
We must remember the challenges and needs of people with intellectual disabilities and the people who help them during the COVID-19 crisis.
thestar.com",,,,5,['https://pbs.twimg.com/card_img/1386679783979765764/OwKiW_hk?format=jpg&name=small'],https://twitter.com/Hanigsberg/status/1246533400342802433
𝚂𝚎á𝚗 𝙾’𝚂𝚑𝚎𝚊,@ConsumerSOS,2020-04-04T00:00:19.000Z,"That was an exceptional interview.  Very moving, very real. I hung on every word and breath. Watch it when they post it. So sorry for Maura Lewinger who lost her 42-year-old husband. 
@ErinBurnett
 @OutFrontCNN
 #COVID19","Quote Tweet
Keith Boykin
@keithboykin
 · Apr 3, 2020
I’m watching Erin Burnett on @OutFrontCNN right now. So many tragic stories to be told from the coronavirus pandemic. ",😞,2,9,44,"['https://pbs.twimg.com/profile_images/929053500532772865/NsKp4a4s_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1246222021358387201/pu/img/VsCiOhzHLjmYJ2N0.jpg']",https://twitter.com/ConsumerSOS/status/1246226051463876608
Marc Emery,@MarcScottEmery,2020-04-04T12:54:37.000Z,"I can only imagine what our dictators’ public policy will be when they see this. “There will be No Talking during the COVID apocalypse!” Silence, Separation, Subjugation. “ Breathe only near someone you are self-isolating with, but not too much!”",,,1,,4,['https://pbs.twimg.com/media/EUwtNsQXgAAdO1I?format=jpg&name=small'],https://twitter.com/MarcScottEmery/status/1246420914071363585
Mayor Maurizio Bevilacqua,@mbmayor,2020-04-04T19:24:54.000Z,"The City’s Recreation Services department & 
@vaughanpl
 are providing a variety of programs & resources for you to access from home. This weekend, experiment new recipes, participate in a virtual workout or take an online learning course. https://bit.ly/3aJAAQu
#StayHome
 #COVID19",,,,,2,['https://pbs.twimg.com/media/EUyGieFXsAEfR_2?format=jpg&name=small'],https://twitter.com/mbmayor/status/1246519129969917953
Dr. Jen Gommerman,@JenGommerman,2020-04-04T17:18:02.000Z,"What bums me out about CIHR, even before COVID, is the “us-them” divide between bureaucracy and scientist. Both “sides”, need to work to heal this divide so we emerge from this stronger not weaker. Don’t know how - but a united front is needed more than ever.","Quote Tweet
Justin Nodwell
@JNodwell
 · Apr 4, 2020
While I don't exactly support the #CIHR's decision to cancel the spring project competition I understand that the optics of 10s of millions of dollars in grants is not great when millions of people have lost their jobs due to #COVID19.",,1,1,8,['https://pbs.twimg.com/profile_images/515286420085153794/KpS5Qw-D_mini.jpeg'],https://twitter.com/JenGommerman/status/1246487201745117185
"Rudy Cuzzetto, MPP",@RudyCuzzetto,2020-04-04T23:38:29.000Z,"While we’re disappointed in the Trump Administration’s decision to block our 
@3M
 order for vital protective equipment, I’m proud of our local businesses — like my friend 
@jamnguy
 of 
@DFSINOCR
 — for donating all they can for the frontline heroes fighting #COVID19. #OntarioSpirit",,,1,2,13,['https://pbs.twimg.com/media/EUzAkDlWAAEls-v?format=jpg&name=small'],https://twitter.com/RudyCuzzetto/status/1246582948285026304
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-04T15:11:59.000Z,"Ford called the projection numbers ‘stark’. I’d like to know what the curve would have looked like if 
@fordnation
 had not told Ontarians to go on March break. How many less confirmed cases? How many less deaths?   #cdnpoli #onpoli #COVID19","0:16
17.3K views
From 
G.T. Lem",,4,10,15,[],https://twitter.com/JeffreyLuscombe/status/1246455481939513351
Lauren O'Neil,@laurenonline,2020-04-04T23:15:45.000Z,"Just did an IG Live with 
@iDirectorX
 in which we talked about #covid19, herbal medicine, journalism, Santa Claus and big pharma. A passionate debate, but productive I think! Check out the replay on his Instagram: https://instagram.com/directorx?igshid=u96alc0o0pfo…",,,,1,3,['https://pbs.twimg.com/media/EUy7YUxXQAA2jk-?format=jpg&name=small'],https://twitter.com/laurenonline/status/1246577226574938112
Tara 'mask'rogue Hunt,@missrogue,2020-04-04T17:28:36.000Z,Now THAT’s the way to keep fit during the #COVID19 lockdown!,,😷 😷,2,,8,['https://pbs.twimg.com/ext_tw_video_thumb/1246489825429147649/pu/img/e6q4p-17XWezm7r0.jpg'],https://twitter.com/missrogue/status/1246489861625917440
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-04T15:11:59.000Z,"Ford called the projection numbers ‘stark’. I’d like to know what the curve would have looked like if 
@fordnation
 had not told Ontarians to go on March break. How many less confirmed cases? How many less deaths?   #cdnpoli #onpoli #COVID19","17.3K views
0:05 / 0:19
From 
G.T. Lem",,4,10,15,[],https://twitter.com/JeffreyLuscombe/status/1246455481939513351
Tara 'mask'rogue Hunt,@missrogue,2020-04-04T17:28:36.000Z,Now THAT’s the way to keep fit during the #COVID19 lockdown!,"0:09
353 views",😷 😷,2,,8,[],https://twitter.com/missrogue/status/1246489861625917440
Semhar Tekeste,@Stekeste,2020-04-05T15:24:44.000Z,"A six-year-old boy with cystic fibrosis has recovered from COVID-19. 
This exactly what I needed to read this morning.  

#COVID19 #Covid_19","Quote Tweet
CTV News
@CTVNews
 · Apr 5, 2020
A six-year-old boy living with cystic fibrosis has recovered from COVID-19 https://ctvnews.ca/health/coronavirus/six-year-old-cystic-fibrosis-warrior-recovers-from-covid-19-1.4883239…",,,3,32,['https://pbs.twimg.com/profile_images/1113055141761073153/9gjeEtmz_mini.png'],https://twitter.com/Stekeste/status/1246821076094590976
Natasha Salt CIC,@SaltNVS,2020-04-05T13:52:44.000Z,So proud of team Sunnybrook!Dedicated staff committed to fighting this pandemic and saving lives safely #Covid_19,"Quote Tweet
Sunnybrook Health Sciences Centre
@Sunnybrook
 · Apr 3, 2020
Take a look inside a #COVID19 unit at Sunnybrook, and meet a few members of our dedicated team.

More: http://sunnybrook.ca/coronavirus
Show this thread",,,2,26,"['https://pbs.twimg.com/profile_images/1011215170922827776/2DgQUHwW_mini.jpg', 'https://pbs.twimg.com/media/EUuLvlbXsAAMA0m.jpg']",https://twitter.com/SaltNVS/status/1246797925688188928
anna,@annaviv_9,2020-04-05T01:36:14.000Z,"SO CUTE! 
 Victoria RT and her daughters made the cutest figurines to brighten up our unit during this pandemic 
 Note the Heliox bag extubation! (Sinai fam, they are accepting requests lol)  
@SinaiHealth
 #respiratorytherapist #nurses #ICU #COVID19",,😷 😌 💙,2,7,29,"['https://pbs.twimg.com/media/EUzbh6HXYAAa7-Q?format=jpg&name=small', 'https://pbs.twimg.com/media/EUzbh6IXgAAdHgX?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EUzbh6SWAAckxqB?format=jpg&name=360x360']",https://twitter.com/annaviv_9/status/1246612577569902592
Xander,@AlexBMacLean100,2020-04-05T21:13:23.000Z,The Queen spoke out on COVID-19 today. She’s only the latest guerrilla warrior to join the malign international conspiracy to make Donald Trump look bad. #anylengths #TrumpLiedPeopleDied,,,2,2,12,[],https://twitter.com/AlexBMacLean100/status/1246908820028297227
Mike Nader,@MikeNaderWRHA,2020-04-05T18:35:01.000Z,"Thank you 
@InkSmith3D
.  Wonderful  example of #Ontario #collaboration to combat #COVID","Quote Tweet
InkSmith
@InkSmith3D
 · Apr 4, 2020
This amazing crew just fulfilled our order of 10,000 shields to Ontario Health!! #TheCanadianShield 
Show this thread",,,1,36,"['https://pbs.twimg.com/profile_images/1039207437520101376/O8lLgw7F_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1246596285739786251/pu/img/uJo8T2Z7lyExEigK.jpg']",https://twitter.com/MikeNaderWRHA/status/1246868964573134850
andrew arcand,@arcandandrew,2020-04-05T20:31:06.000Z,"Sad but #HeartWarming and #uplifting story of 
@MSHospital
 ED nurses spending 1:1 time with palliative patient because of much needed #Covid_19 visitor restrictions #nooneisalone. 
@SilvaNercessian
 @cherylosborne50
 @cari_mcculloch
 @Carissa_RN
 @BarbaraBsteed",,,,5,21,[],https://twitter.com/arcandandrew/status/1246898177430695943
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-05T17:49:47.000Z,"So 
@PierrePoilievre
 is speaking on CBC. Of course that means I turned on the aquarium channel. #cdnpoli #onpoli #COVID19",,,10,22,124,[],https://twitter.com/JeffreyLuscombe/status/1246857579910836225
Danny Glenwright,@DGlenwright,2020-04-05T18:09:25.000Z,"This is excellent news. We at 
@acfcanada
 are grateful for your continued support as we work together to fight the spread of #Covid_19 & respond to its threat in the developing world.","Quote Tweet
Karina Gould
@karinagould
Canada government official
 · Apr 5, 2020
The #COVID19 virus knows no borders. 
 will continue to work with our international partners to address this pandemic, strengthen weak health systems and respond to ongoing needs. 
 https://canada.ca/en/global-affairs/news/2020/04/canadas-support-for-international-efforts-to-fight-the-covid-19-pandemic.html…",➡,,1,10,"['https://pbs.twimg.com/profile_images/1293365629630787596/Wb7Shjb__mini.jpg', 'https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig', 'https://pbs.twimg.com/media/EU2-JOqWAAIYKtR?format=jpg&name=small']",https://twitter.com/DGlenwright/status/1246862520062742530
